"summons_number","issue_date","violation_code","issuer_code","time_format","house_number","street_name","address","City","State","Zipcode","AUTO_UNIQUE_ID_2014-05-03_superegoforever_353164_all","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType"
"7391099363","11/26/2013","20","353164","16:35","130","Crosby St","130 Crosby St","New York","NY","10012",854,"USCGeocoder",31,1,"4.01","","b7c0ffc0-c105-479f-8d81-75cc608cf6a3","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1749.57287163264","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7247357076452,-73.9963567962331,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","3001","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099340","11/26/2013","37","353164","16:25","69","Prince St","69 Prince St","New York","NY","10012",855,"USCGeocoder",125,1,"4.01","","09fd785e-0fe9-4441-b58d-176f8974210c","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","136.039911080152","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.6185733161638,-74.0837667539789,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","3004","3","0029.00","085","36","1","ResidenceStreetAddress"
"7391099338","11/26/2013","37","353164","16:22","69","Prince St","69 Prince St","New York","NY","10012",856,"USCGeocoder",0,1,"4.01","","274cc4cf-f860-4da8-8781-1f0287671d75","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","136.039911080152","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.6185733161638,-74.0837667539789,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","3004","3","0029.00","085","36","1","ResidenceStreetAddress"
"7391099326","11/26/2013","16","353164","16:13","76","Crosby St","76 Crosby St","New York","NY","10012",857,"USCGeocoder",78,1,"4.01","","9830ba6c-cd8c-4958-999a-6294fe361ace","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3526.69519369793","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7228133059855,-73.9979709136948,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","3004","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099314","11/26/2013","14","353164","16:06","60","Kenmare St","60 Kenmare St","New York","NY","10012",858,"USCGeocoder",172,1,"4.01","","5bd55a76-4cec-43db-86be-13dd16439346","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","397.728765398264","ArealInterpolationGeometricCentroid","Parcel","94.0067624683009","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.5611396341499,-74.1783252154477,"Relaxed;Soundex","TwoThousandTen","51000","5602","35644","70915","0","35620","1008","1","0170.08","085","36","1","ResidenceStreetAddress"
"7391099260","11/26/2013","20","353164","14:17","290","Mulberry St","290 Mulberry St","New York","NY","10012",859,"USCGeocoder",16,1,"4.01","","e5ae305e-c1e7-4cc1-af23-9356bfcdb6dc","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2404.57169673592","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7247414338497,-73.9949127773225,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1002","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099247","11/26/2013","16","353164","13:55","229","Chrystie St","229 Chrystie St","New York","NY","10012",860,"USCGeocoder",16,1,"4.01","","9b11271f-618a-4ebf-9f7e-e8a4dba8d688","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3279.02786119701","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7227016601475,-73.9915991214836,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3001","3","0036.01","061","36","1","ResidenceStreetAddress"
"7391099235","11/26/2013","16","353164","13:51","177","Chrystie St","177 Chrystie St","New York","NY","10012",861,"USCGeocoder",16,1,"4.01","","9d796609-4e9e-4ac8-bf44-13745db6ca17","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3358.64079339174","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7212638020846,-73.9923301905916,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7391099223","11/26/2013","16","353164","13:49","11","Rivington St","11 Rivington St","New York","NY","10012",862,"USCGeocoder",0,1,"4.01","","0dcbb0e6-75d3-428f-8da4-6d4b8032ae96","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","450.103753167903","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.721185106972,-73.9927560714998,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7391099211","11/26/2013","20","353164","13:36","39","Spring St","39 Spring St","New York","NY","10012",863,"USCGeocoder",218,1,"4.01","","0e273629-28df-419e-b60e-a6fc8812ce4f","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","241.029737904668","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7220509556596,-73.9958103952151,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3006","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099200","11/26/2013","20","353164","13:33","209","Mulberry St","209 Mulberry St","New York","NY","10012",864,"USCGeocoder",16,1,"4.01","","edc68b1c-079d-495c-b95d-4a1e5e52a52f","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2119.99056409975","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7218704581178,-73.9963969262029,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","6001","6","0041.00","061","36","1","ResidenceStreetAddress"
"7391099170","11/26/2013","48","353164","13:09","181","Chrystie St","181 Chrystie St","New York","NY","10012",865,"USCGeocoder",0,1,"4.01","","f19774c2-aa67-4671-8f6c-bf76ceea270a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","209.965786915272","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7216471854444,-73.992409591388,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7391099387","11/26/2013","20","353164","17:47","116","Crosby St","116 Crosby St","New York","NY","10012",866,"USCGeocoder",62,1,"4.01","","7f977459-3649-4785-bbe4-c2ab4e06f8dd","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2369.583005097","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7242541378039,-73.9967577075938,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","3001","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099296","11/26/2013","24","353164","15:27","32","Spring St","32 Spring St","New York","NY","10012",867,"USCGeocoder",0,1,"4.01","","e6a47fc9-e47a-4ae1-95d0-51413aa29bfc","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","215.732639137655","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7215109571094,-73.9957337327926,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","6000","6","0041.00","061","36","1","ResidenceStreetAddress"
"7391099284","11/26/2013","16","353164","15:00","280","Lafayette St","280 Lafayette St","New York","NY","10012",868,"USCGeocoder",125,1,"4.01","","d97ce81d-aa7c-47b5-bf4b-2a7c58cd52e4","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","1791.28744324297","ArealInterpolationGeometricCentroid","Parcel","91.8934911242604","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.63808491193,-74.0942574443103,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","1000","1","0067.00","085","36","1","ResidenceStreetAddress"
"7391099272","11/26/2013","16","353164","14:19","280","Mulberry St","280 Mulberry St","New York","NY","10012",869,"USCGeocoder",0,1,"4.01","","712a641a-6071-4b7b-9a82-224612f3bc37","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","334.70423348248","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7243269009877,-73.9949650511756,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1002","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099259","11/26/2013","20","353164","14:02","252","Elizabeth St","252 Elizabeth St","New York","NY","10012",870,"USCGeocoder",0,1,"4.01","","0a5da82c-fbb6-481f-b799-0d67842f2db8","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","175.866604879498","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7236126294504,-73.9935334105837,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1000","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099193","11/26/2013","40","353164","13:27","2","Spring St","2 Spring St","New York","NY","10012",871,"USCGeocoder",16,1,"4.01","","d8304cf1-44e0-415c-8426-90c3fe7d0689","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2059.79057558021","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7208704632171,-73.9938703734768,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1000","1","0041.00","061","36","1","ResidenceStreetAddress"
"7391099181","11/26/2013","16","353164","13:15","15","Rivington St","15 Rivington St","New York","NY","10012",872,"USCGeocoder",16,1,"4.01","","9d38903a-8c2c-4496-858c-109ef3e274da","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1210.0796654236","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.721258399678,-73.9925876835924,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7391099661","11/27/2013","38","353164","18:43","127","Eldridge St","127 Eldridge St","New York","NY","10012",873,"USCGeocoder",94,1,"4.01","","25e7ffb5-d1aa-4f2b-9e95-8592f3d8ed73","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2465.04420738854","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7187865527376,-73.9917435572615,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","7001","7","0018.00","061","36","1","ResidenceStreetAddress"
"7391099650","11/27/2013","37","353164","18:29","254","Broome St","254 Broome St","New York","NY","10012",874,"USCGeocoder",156,1,"4.01","","4188fee3-6424-464a-96e9-5cdfa63ea931","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","241.51717973873","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.718252807928,-73.9898932043751,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","2002","2","0018.00","061","36","1","ResidenceStreetAddress"
"7391099636","11/27/2013","20","353164","16:08","55","Prince St","55 Prince St","New York","NY","10012",875,"USCGeocoder",16,1,"4.01","","da364f04-64a4-4a91-abe3-05cf9e53be0a","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1797.77463860647","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7236584019521,-73.996174595568,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099600","11/27/2013","20","353164","15:56","284","Mott St","284 Mott St","New York","NY","10012",876,"USCGeocoder",78,1,"4.01","","b100c297-01a7-4d23-9dd5-628012746de6","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4194.57798535994","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7243284630009,-73.9942419986332,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099594","11/27/2013","20","353164","15:52","246","Mott St","246 Mott St","New York","NY","10012",877,"USCGeocoder",172,1,"4.01","","148c384c-22c3-4725-97cc-e48f8f08cab6","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","816.2196661653","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.723349988019,-73.9944911437618,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099582","11/27/2013","40","353164","15:48","231","Mott St","231 Mott St","New York","NY","10012",878,"USCGeocoder",203,1,"4.01","","bf1afa64-0f85-4400-803e-ce4a46551c6e","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","214.948535270989","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7226692661481,-73.9953532586108,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3006","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099570","11/27/2013","40","353164","15:43","31","Spring St","31 Spring St","New York","NY","10012",879,"USCGeocoder",187,1,"4.01","","b3d05efb-1d0e-4622-b88f-e53106b6e7dc","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","97.9947592169046","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7218645762825,-73.9955725239378,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3006","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099491","11/27/2013","16","353164","14:35","98","Crosby St","98 Crosby St","New York","NY","10012",880,"USCGeocoder",109,1,"4.01","","45c1f7db-3f38-49e1-aaf8-5c0b29adbf73","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3526.69519369793","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7236246393188,-73.9972855803615,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","3004","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099466","11/27/2013","20","353164","13:17","245","Mulberry St","245 Mulberry St","New York","NY","10012",881,"USCGeocoder",187,1,"4.01","","41a36fc4-bd65-45fd-98eb-e26d363b85e0","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","219.526437357068","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7230403556651,-73.9961358487377,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3005","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099454","11/27/2013","20","353164","13:02","4","Rivington St","4 Rivington St","New York","NY","10012",882,"USCGeocoder",0,1,"4.01","","bf730969-e56a-4153-91fe-11c7a0a896a4","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","217.034933693707","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7216765401141,-73.9928829632393,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7391099442","11/27/2013","70","353164","12:59","9","Rivington St","9 Rivington St","New York","NY","10012",883,"USCGeocoder",31,1,"4.01","","56b7e112-c6f5-42e0-8b5f-2ffd4d32c0bd","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1210.0796654236","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7213048207308,-73.9927436835925,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7391099430","11/27/2013","16","353164","12:56","9","Rivington St","9 Rivington St","New York","NY","10012",884,"USCGeocoder",16,1,"4.01","","38104263-e77e-4da2-b96e-526d1712bd33","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1210.0796654236","LinearInterpolationAddressRange","StreetSegment","92.0118343195266","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7213048207308,-73.9927436835925,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
"7391099480","11/27/2013","16","353164","13:31","306","Mott St","306 Mott St","New York","NY","10012",885,"USCGeocoder",0,1,"4.01","","91a86dbe-6965-4cd6-912e-987b79cbd8d0","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","226.908229783177","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.72498549859,-73.9937711653262,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","2009","2","0055.02","061","36","1","ResidenceStreetAddress"
"7391099478","11/27/2013","51","353164","13:19","241","Mulberry St","241 Mulberry St","New York","NY","10012",886,"USCGeocoder",156,1,"4.01","","97660096-93c5-4316-b9b4-a9f60bc79334","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","221.205152884126","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7229100951107,-73.9961857898801,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3005","3","0043.00","061","36","1","ResidenceStreetAddress"
"7391099429","11/27/2013","20","353164","12:49","195","Chrystie St","195 Chrystie St","New York","NY","10012",887,"USCGeocoder",0,1,"4.01","","3ad47e39-cdad-4e56-82ae-e0ffd52eac2b","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","913.454790320247","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7221718076718,-73.9923522940276,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7391099648","11/27/2013","16","353164","16:19","263","Mulberry St","263 Mulberry St","New York","NY","10012",888,"USCGeocoder",0,1,"4.01","","29f89d94-b68c-405e-81c0-4676fb1ab6da","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","392.896841332316","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7238246834202,-73.9957538576671,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099624","11/27/2013","20","353164","16:03","24","Prince St","24 Prince St","New York","NY","10012",889,"USCGeocoder",203,1,"4.01","","65ac08b9-5d63-4a9b-9075-b4111a3f536c","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","231.866847231984","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7227006575769,-73.9946509414006,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","2001","2","0043.00","061","36","1","ResidenceStreetAddress"
"7391099569","11/27/2013","40","353164","15:41","205","Mott St","205 Mott St","New York","NY","10012",890,"USCGeocoder",78,1,"4.01","","e6bd898e-b6b5-44c6-a8bb-2cebbf8e7757","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1998.02100693202","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7216280051769,-73.9955573047169,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","6000","6","0041.00","061","36","1","ResidenceStreetAddress"
"7391099557","11/27/2013","20","353164","15:00","32","Prince St","32 Prince St","New York","NY","10012",891,"USCGeocoder",0,1,"4.01","","2bbd5292-faea-4f47-9670-07ae27079afa","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","71.8773872852325","ArealInterpolationGeometricCentroid","Parcel","91.8934911242604","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.5468164288486,-74.2196695730182,"Relaxed","TwoThousandTen","51000","5602","35644","70915","0","35620","2017","2","0208.01","085","36","1","ResidenceStreetAddress"
"7391099545","11/27/2013","20","353164","14:52","47","E Houston St","47 E Houston St","New York","NY","10012",892,"USCGeocoder",0,1,"4.01","","cbdfea47-a535-46fb-a316-fb2fe88d1169","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","149.828639738262","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.724591266956,-73.9948009117913,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1002","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099521","11/27/2013","16","353164","14:45","263","Mulberry St","263 Mulberry St","New York","NY","10012",893,"USCGeocoder",0,1,"4.01","","0ba08455-5ecb-42cc-8b4a-d940ef6e5c66","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","392.896841332316","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7238246834202,-73.9957538576671,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1004","1","0043.00","061","36","1","ResidenceStreetAddress"
"7391099922","11/29/2013","20","353164","16:25","123","Mercer St","123 Mercer St","New York","NY","10012",894,"USCGeocoder",78,1,"4.01","","5ee4701e-8a77-49a4-86d9-16ebe8a18619","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3508.08574501984","LinearInterpolationAddressRange","StreetSegment","100","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",40.7241787004324,-73.9990869459282,"Exact","TwoThousandTen","51000","5602","35644","44919","0","35620","1005","1","0049.00","061","36","1","ResidenceStreetAddress"
"7391099806","11/29/2013","20","353164","14:20","96","Prince St","96 Prince St","New York","NY","10012",895,"USCGeocoder",187,1,"4.01","","3ca92339-a28d-4381-8cef-168a74f0852d","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","281.320043891668","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7246119583052,-73.9989298911522,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1005","1","0049.00","061","36","1","ResidenceStreetAddress"
"7391099740","11/29/2013","20","353164","13:50","41","Crosby St","41 Crosby St","New York","NY","10012",896,"USCGeocoder",187,1,"4.01","","3c05e896-9d8d-451e-8114-eddd1f3e94a3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","567.405163638294","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7215409782717,-73.9986165322416,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1001","1","0045.00","061","36","1","ResidenceStreetAddress"
"7391099727","11/29/2013","14","353164","13:33","180","Bowery","180 Bowery","New York","NY","10012",897,"USCGeocoder",0,1,"4.01","","7a68398e-0f36-4f61-bbf8-c2aa2d76cd7a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","446.192037343979","ArealInterpolationGeometricCentroid","Parcel","99.4082840236686","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7207297199321,-73.9942732423415,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","1000","1","0041.00","061","36","1","ResidenceStreetAddress"
"7391099673","11/29/2013","20","353164","13:15","181","Chrystie St","181 Chrystie St","New York","NY","10012",898,"USCGeocoder",0,1,"4.01","","7ce105b1-83b6-49da-aea7-9c2a33f5d5ad","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","209.965786915272","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7216471854444,-73.992409591388,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","3002","3","0036.01","061","36","1","ResidenceStreetAddress"
"7391099995","11/29/2013","16","353164","18:37","10","Delancey St","10 Delancey St","New York","NY","10012",899,"USCGeocoder",16,1,"4.01","","12cf4d71-0eb7-43ae-9c60-1f17f67cc433","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","272.686790987849","ArealInterpolationGeometricCentroid","Parcel","98.3431952662722","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",40.7204093037869,-73.9932104246964,"Relaxed","TwoThousandTen","51000","5602","35644","44919","0","35620","5001","5","0018.00","061","36","1","ResidenceStreetAddress"
