issuer_code,vcount,dcount,avgcount
933515,154,81,1.9012345679012346
925269,131,69,1.8985507246376812
953864,129,68,1.8970588235294118
953184,106,56,1.8928571428571429
929453,104,55,1.8909090909090909
942699,104,55,1.8909090909090909
953943,134,71,1.8873239436619718
949716,128,68,1.8823529411764706
330595,161,86,1.8720930232558140
945576,101,54,1.8703703703703704
343944,127,68,1.8676470588235294
952991,125,67,1.8656716417910448
954420,95,51,1.8627450980392157
948899,115,62,1.8548387096774194
948680,102,55,1.8545454545454545
954433,100,54,1.8518518518518519
949144,100,54,1.8518518518518519
954143,135,73,1.8493150684931507
932194,96,52,1.8461538461538462
951090,96,52,1.8461538461538462
954277,142,77,1.8441558441558442
950912,101,55,1.8363636363636364
934606,121,66,1.8333333333333333
953093,99,54,1.8333333333333333
954269,141,77,1.8311688311688312
917506,150,82,1.8292682926829268
954224,115,63,1.8253968253968254
923316,104,57,1.8245614035087719
945333,102,56,1.8214285714285714
949627,98,54,1.8148148148148148
952543,96,53,1.8113207547169811
953954,134,74,1.8108108108108108
953695,105,58,1.8103448275862069
949430,94,52,1.8076923076923077
897660,121,67,1.8059701492537313
953285,121,67,1.8059701492537313
953138,119,66,1.8030303030303030
954092,137,76,1.8026315789473684
953133,137,76,1.8026315789473684
52911,108,60,1.8000000000000000
954347,106,59,1.7966101694915254
933677,97,54,1.7962962962962963
952898,95,53,1.7924528301886792
947169,134,75,1.7866666666666667
936383,91,51,1.7843137254901961
349470,157,88,1.7840909090909091
954077,98,55,1.7818181818181818
953745,167,94,1.7765957446808511
920548,117,66,1.7727272727272727
947723,97,55,1.7636363636363636
916495,104,59,1.7627118644067797
948571,95,54,1.7592592592592593
952073,91,52,1.7500000000000000
942053,129,74,1.7432432432432432
944900,116,67,1.7313432835820896
953821,105,61,1.7213114754098361
925651,103,60,1.7166666666666667
330666,206,120,1.7166666666666667
954394,127,74,1.7162162162162162
954120,96,56,1.7142857142857143
947643,120,70,1.7142857142857143
953906,89,52,1.7115384615384615
934392,89,52,1.7115384615384615
953175,111,65,1.7076923076923077
948794,99,58,1.7068965517241379
948458,92,54,1.7037037037037037
952662,97,57,1.7017543859649123
954423,114,67,1.7014925373134328
919208,90,53,1.6981132075471698
953673,98,58,1.6896551724137931
949050,86,51,1.6862745098039216
954422,101,60,1.6833333333333333
953805,111,66,1.6818181818181818
945905,121,72,1.6805555555555556
954305,89,53,1.6792452830188679
953675,112,67,1.6716417910447761
954211,135,81,1.6666666666666667
953772,90,54,1.6666666666666667
954135,95,57,1.6666666666666667
941537,103,62,1.6612903225806452
932634,88,53,1.6603773584905660
953958,94,57,1.6491228070175439
954113,84,51,1.6470588235294118
954289,90,55,1.6363636363636364
953887,90,55,1.6363636363636364
953667,90,55,1.6363636363636364
953638,85,52,1.6346153846153846
949132,88,54,1.6296296296296296
947940,88,54,1.6296296296296296
953849,96,59,1.6271186440677966
953790,91,56,1.6250000000000000
953396,86,53,1.6226415094339623
954307,107,66,1.6212121212121212
945677,89,55,1.6181818181818182
950022,85,53,1.6037735849056604
939359,85,53,1.6037735849056604
947215,117,73,1.6027397260273973
949081,88,55,1.6000000000000000
953891,128,80,1.6000000000000000
954028,107,67,1.5970149253731343
944488,105,66,1.5909090909090909
942571,92,58,1.5862068965517241
940843,84,53,1.5849056603773585
952426,84,53,1.5849056603773585
935335,103,65,1.5846153846153846
949264,87,55,1.5818181818181818
930504,82,52,1.5769230769230769
953763,96,61,1.5737704918032787
926971,86,55,1.5636363636363636
953640,89,57,1.5614035087719298
945034,81,52,1.5576923076923077
950612,90,58,1.5517241379310345
953886,79,51,1.5490196078431373
949967,79,51,1.5490196078431373
929572,79,51,1.5490196078431373
954335,99,64,1.5468750000000000
943364,102,66,1.5454545454545455
952337,108,70,1.5428571428571429
352030,135,88,1.5340909090909091
891541,78,51,1.5294117647058824
948302,81,53,1.5283018867924528
953863,116,76,1.5263157894736842
934040,79,52,1.5192307692307692
954252,82,54,1.5185185185185185
949519,91,60,1.5166666666666667
946314,94,62,1.5161290322580645
954153,97,64,1.5156250000000000
922769,77,51,1.5098039215686275
932380,87,58,1.5000000000000000
953333,87,58,1.5000000000000000
937862,93,62,1.5000000000000000
939937,84,56,1.5000000000000000
937856,94,63,1.4920634920634921
952867,91,61,1.4918032786885246
954212,101,68,1.4852941176470588
954257,86,58,1.4827586206896552
946948,81,55,1.4727272727272727
933293,81,55,1.4727272727272727
940517,78,53,1.4716981132075472
954059,78,53,1.4716981132075472
954222,100,68,1.4705882352941176
954314,89,61,1.4590163934426230
921019,83,57,1.4561403508771930
331782,96,66,1.4545454545454545
946194,77,53,1.4528301886792453
953636,77,53,1.4528301886792453
922649,100,69,1.4492753623188406
952858,84,58,1.4482758620689655
951282,74,52,1.4230769230769231
613542,74,52,1.4230769230769231
950106,75,53,1.4150943396226415
895585,130,92,1.4130434782608696
953564,79,56,1.4107142857142857
947023,73,52,1.4038461538461538
939542,83,60,1.3833333333333333
915329,73,53,1.3773584905660377
932601,73,53,1.3773584905660377
954340,104,76,1.3684210526315789
947599,71,52,1.3653846153846154
924778,72,54,1.3333333333333333
953703,97,73,1.3287671232876712
896283,77,58,1.3275862068965517
949282,84,64,1.3125000000000000
954413,80,61,1.3114754098360656
954387,76,58,1.3103448275862069
954355,72,55,1.3090909090909091
954396,91,70,1.3000000000000000
953705,88,68,1.2941176470588235
906706,66,51,1.2941176470588235
945575,76,59,1.2881355932203390
954296,68,53,1.2830188679245283
954157,74,58,1.2758620689655172
953712,93,73,1.2739726027397260
954359,66,52,1.2692307692307692
934560,67,53,1.2641509433962264
954431,66,53,1.2452830188679245
953974,73,59,1.2372881355932203
934680,81,66,1.2272727272727273
953693,66,54,1.2222222222222222
331824,67,55,1.2181818181818182
954217,73,60,1.2166666666666667
953725,62,51,1.2156862745098039
917978,79,65,1.2153846153846154
953993,69,57,1.2105263157894737
954415,91,76,1.1973684210526316
338568,61,51,1.1960784313725490
953909,61,51,1.1960784313725490
953644,67,57,1.1754385964912281
954138,67,57,1.1754385964912281
952666,62,53,1.1698113207547170
945927,64,55,1.1636363636363636
954290,66,57,1.1578947368421053
953738,61,53,1.1509433962264151
932915,73,64,1.1406250000000000
954169,63,56,1.1250000000000000
954164,57,51,1.1176470588235294
951000,56,51,1.0980392156862745
953915,60,55,1.0909090909090909
953791,74,68,1.0882352941176471
